name,address,characteristics,time,transport,tags,reference
佐原拉麵,40458台中市北區五權路379號,粉專於2019年6月創立，以豚骨為主軸，湯體屬台式濃厚，料多實在是本店的特色，深受在地居民的喜愛，詳情請見下方食記。,11:00~14:30，17:00~21:30,創意時尚飯店,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,由你來寫第一篇   
麵五三屋台ラーメン,542南投縣草屯鎮史館路397巷53號,雖然偏僻難找，但是餐點豐富除了拉麵並且專賣披薩在當地具有絕對的高人氣!!!,週二~五 18:00~21:00週六~日 17:00~21:00週一 休息,登瀛書院,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #披薩,吳俊青 - 博多豚骨白湯   http://bit.ly/2OtZqN7   李鈺昇 - 櫻花蝦拉麵、博多赤湯味噌   https://bit.ly/2wwdVUV   神田 きんちゃん - 白湯豚骨拉麵   http://bit.ly/2PbwxVm   
麵屋絆 台灣一號店,404台中市北區健行路764號,開業於2014年，粉專於2016年7月重新開張，從屋台起家，是以四國愛嬡區域口味為主的拉麵店，亦有販售沾麵，深受在地民眾喜愛，詳情可察看下方網友食記。,11:30–14:00、17:30–21:00週二 公休,科博館,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,由你來寫第一篇   
博風豚骨,407台中市西屯區惠來路一段110號,於2020年3月13日開業，以豚骨湯為主軸，偏向博多系統風格，詳情可察看下方網友食記。,11:00~賣完,弘爺漢堡,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,由你來寫第一篇   
博多一風堂拉麵-台中店,407台中市西屯區台灣大道三段301號10樓,此店位於新光三越台中店10F，一風堂成立於 1985 年，發源自博多。創業者河原成美打造出貼心、溫暖且充滿活力的用餐氣氛，從此顛覆了日本拉麵文化。2008 年起，一風堂陸續在紐約、新加坡、首爾、香港等地開店，成立之初即為當地拉麵市場帶來一番新氣象。時至今日，一風堂仍以拉麵界的先驅之姿，在全球掀起陣陣旋風。,週六~日 10:30–22:00週一~五 11:00–22:00,新光三越台中中港店,#ramentw #台灣拉麵愛好會 #拉麵,JingYu Yang特製白丸   https://bit.ly/2Q18aXM   
滝禾製麵所-太平創始店,406台中市太平區中山路四段216號,開幕於2018年8月，本店的味道以豚骨湯、雞湯為主軸，湯味較偏甜，此間為連鎖創始店，平價美味深受在地顧客喜愛，詳情請見下方食記。,11:30 - 22:00,50嵐太平店,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 ,熊本熊 - 濃醇咖喱牛五花拉麵   http://bit.ly/2SdotVq   吳俊青 - 原味肋眼叉燒   http://bit.ly/35JalXT   林浩子 - 原味拉麵   http://bit.ly/2sRZjRj   
無招牌 日式雞白湯拉麵,403台中市西區向上路一段17巷1弄3-1號,開幕於2020年4月，主打雞白湯頭，以平價為導向。詳情請見下方食記。,12:00~13:30、17:00~24:00,向上路一段,#ramentw #台灣拉麵愛好會 #拉麵 #雞白湯 #雞魚介,由你來寫第一篇   
神山拉麵-彰化中正店,500彰化縣彰化市中正路二段652號,神山智博社長一手創立，總店起源於日本大阪，於日本已有多家分店，在台灣是少數有複數店面(台北、彰化、高雄)的家系拉麵，本店為台灣初始店。店內除了拉麵外，也有提供定食。,週一~周日 : 11:00～14:00 17:00～21:00,秀傳醫院,#ramentw #台灣拉麵愛好會 #拉麵 #家系,林庭安 - 神山特製豚骨鹽味拉麵   http://bit.ly/2Nfp073   Siang Lu Zeng - 特製豚骨鹽味拉麵   http://bit.ly/2Cg8U8T   
金晴川拉麵,434台中市龍井區新興路51巷11-1號,開幕於2012年，位於東海商圈巷內，主打濃厚豚骨，CP值極高，亦深受當地學生族群的喜愛。,11:00~13:30、17:00~20:00(L.O 閉店前30分鐘)週六、日 公休,順發3C／東海商圈,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #限定  #辣味噌 #泰式,由你來寫第一篇   
龍魂屋台ラーメン,無提供地址資訊,雖是實體店面，仍以屋台風格設計店內有許多日系元素裝潢，猶如置身世外,18:00~02:00,僑泰高中,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,吳俊青 - 塩味豚骨ラーメン   http://bit.ly/2wbxeTk   Lily Hsu - 限量版海老赤味增拉麵   http://bit.ly/2w9Vmpj   
大山拉麵,436台中市清水區吳厝二街89號,於2020年1月18日於清水服務區開業，本店源自於らーめんたいざん海老名SA店，該店家在RamenDB(80.11)、Tabelog(3.41)，詳情可察看下方網友食記。,10:00~21:00,清水休息站,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #豚清  ,喬祥 - 醬油拉麵＼鹽味拉麵   https://bit.ly/2SsTIes   邱炳憲 - 豚骨拉麵＼叉燒丼 https://bit.ly/3fcFnMK   
梅之香拉麵,545南投縣埔里鎮大城路33-6號,除了販售拉麵，也有其他日式餐點走溫馨路線的小店, 11:20–13:30 17:20–19:30週二 休息,埔里酒廠展售中心,#ramentw #台灣拉麵愛好會 #拉麵,無   
信川屋博多豚骨拉麵店,403台中市西區中興八巷24號,開幕於2017年1月，湯頭為豚骨為主軸，價格平實，麵條部份可加價更換為七彩麵與玫瑰麵是其特色，詳情請見下方食記。,週一~四 11:00~14:30、16:30~21:20週五~日 11:00~21:20,勤美綠園道,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #雞白湯 #玫塊麵 #七彩麵,林伯駿 - 博多味噌拉麵   https://bit.ly/2UEIAf8   
裕手串·拉麵,403台中市西區中美街382號,此店於2020年6月29日開業，是屬於居酒屋類型的店家，湯頭以雞湯為主，詳情可察看下方網友食記。,18:30~26:00,蝦蝦拉麵元氣屋,#ramentw #台灣拉麵愛好會 #拉麵 #雞白湯 #雞貝 #串燒 #居酒屋,趙嘉宏 - 干貝雞湯拉麵   https://bit.ly/3dVrxOA   鐘轉麥 - 干貝雞湯拉麵   https://bit.ly/3jKrreV   吳錫恩 - 干貝雞白湯拉麵   https://bit.ly/39ncwTu   
麵屋虎徹-朱雀（豐原店）,420台中市豐原區成功路500號1樓美食街,此店位於豐原家樂福內。從逢甲商圈的麵屋虎徹開業，此店主打低脂雞肉的「朱雀」店，搭配雞骨與豚骨熬的清澈高湯底，詳情請見下方食記。,11:00~22:00,家樂福,#ramentw #台灣拉麵愛好會 #拉麵 #雞豚湯,邱于珊 - 濃厚朱雀拉麵   http://bit.ly/2OKUr6x   Yi-rou Yen - 朱雀辛味增拉麵   http://bit.ly/2wel38h   
角屋拉麵 かど乃や ラーメン,510彰化縣員林市中山路二段442號,於2015年12月21日開業，師承靜岡 かど乃や是かど乃や在台的傳承，以豚骨湯為主軸，偏向博多系統風格，亦有海鮮湯系味道可選擇，詳情可察看下方網友食記。,11:30~14:00、17:30~21:00,員林星巴克,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,由你來寫第一篇   
升龍拉麵,403台中市西區忠勤街159號,於2015年8月19日開幕，原為一龍拉麵，2016年4月12日更名為升龍拉麵，本店以豚湯為主體，詳情請見下方食記連結。,18:00~22:00周一 公休,忠勤街,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,吳俊青 - 豚骨拉麵   https://bit.ly/32WidWA   
